X,Y,FID,GISDBID,Mode,Route,Direction,Stop_Code,Stop,Lat,Lon,Sign_Up,Weekday_On,Weekday_Of,Saturday_O,Saturday_1,Sunday_Ons,Sunday_Off
-8369295.65,4852368.466,1,1732133S,Bus,17,Southbound,32133,Pattison Av & 20th St - FS,39.906528,-75.182662,Fall 2023,0,5,0,2,0,0
-8368920.281,4852302.582,2,1721347S,Bus,17,Southbound,21347,Pattison Av & 20th St - MBFS,39.906074,-75.17929,Fall 2023,0,0,0,1,0,2
-8368224.757,4852188.52,3,17363S,Bus,17,Southbound,363,Pattison Av & Broad St - FS,39.905288,-75.173042,Fall 2023,0,0,2,3,2,7
-8364571.919,4858492.479,4,17593S,Bus,17,Southbound,593,Penn's Landing - 1,39.948715,-75.140228,Fall 2023,55,0,40,0,32,0
-8368225.536,4858587.156,5,1714929S,Bus,17,Southbound,14929,W Rittenhouse Square & Locust St,39.949367,-75.173049,Fall 2023,73,51,55,31,30,28
-8367439.175,4878000.333,6,1825973E,Bus,18,Eastbound,25973,Cedarbrook Plaza - 4,40.082927,-75.165985,Fall 2023,173,0,158,0,110,0
-8367708.346,4878120.221,7,1825974E,Bus,18,Eastbound,25974,Cedarbrook Plaza Stop - 5,40.083751,-75.168403,Fall 2023,16,0,4,0,9,0
-8367918.962,4878000.333,8,1815421E,Bus,18,Eastbound,15421,Cedarbrook Plaza Stop - 6,40.082927,-75.170295,Fall 2023,212,0,167,0,110,1
-8368188.244,4877947.664,9,18368E,Bus,18,Eastbound,368,Cheltenham Av & Gowen Av,40.082565,-75.172714,Fall 2023,22,0,8,1,14,1
-8367329.525,4872556.566,10,18371E,Bus,18,Eastbound,371,Chew Av & Chelten Av,40.045501,-75.165,Fall 2023,185,160,119,67,92,57
-8366929.555,4872235.932,11,1815587E,Bus,18,Eastbound,15587,Chew Av & Church Ln,40.043296,-75.161407,Fall 2023,82,52,74,36,46,26
-8368667.252,4873630.508,12,1815521E,Bus,18,Eastbound,15521,Chew Av & Cliveden St,40.052886,-75.177017,Fall 2023,47,17,16,11,13,8
-8368418.341,4873434.179,13,1815523E,Bus,18,Eastbound,15523,Chew Av & Duval St,40.051536,-75.174781,Fall 2023,37,13,17,7,14,2
-8367651.461,4872817.878,14,1815579E,Bus,18,Eastbound,15579,Chew Av & Haines St,40.047298,-75.167892,Fall 2023,25,12,10,3,8,6
-8367996.218,4873097.957,15,1815526E,Bus,18,Eastbound,15526,Chew Av & Herman St,40.049224,-75.170989,Fall 2023,53,9,22,6,16,8
-8367788.162,4872927.67,16,1815527E,Bus,18,Eastbound,15527,Chew Av & High St,40.048053,-75.16912,Fall 2023,16,4,12,5,9,3
-8369035.831,4873933.443,17,1815519E,Bus,18,Eastbound,15519,Chew Av & Hortter St,40.054969,-75.180328,Fall 2023,53,18,28,9,14,7
-8368543.242,4873532.925,18,1815522E,Bus,18,Eastbound,15522,Chew Av & Johnson St,40.052215,-75.175903,Fall 2023,31,10,17,6,10,0
-8367085.847,4872362.439,19,1815586E,Bus,18,Eastbound,15586,Chew Av & Locust Av,40.044166,-75.162811,Fall 2023,50,20,28,10,22,11
-8366639.122,4872002.989,20,1815779E,Bus,18,Eastbound,15779,Chew Av & Penn Blvd,40.041694,-75.158798,Fall 2023,88,26,58,25,59,14
-8367458.656,4872660.392,21,1815584E,Bus,18,Eastbound,15584,Chew Av & Price St,40.046215,-75.16616,Fall 2023,11,16,4,8,4,1
-8367551.274,4872736.299,22,1815582E,Bus,18,Eastbound,15582,Chew Av & Rittenhouse St,40.046737,-75.166992,Fall 2023,15,6,10,5,4,2
-8368087.166,4873168.487,23,1815525E,Bus,18,Eastbound,15525,Chew Av & Tulpehocken St,40.049709,-75.171806,Fall 2023,56,9,28,8,23,2
-8368788.701,4873732.6,24,1815520E,Bus,18,Eastbound,15520,Chew Av & Upsal St,40.053588,-75.178108,Fall 2023,103,26,36,9,30,14
-8368268.951,4873311.003,25,1815524E,Bus,18,Eastbound,15524,Chew Av & Washington Ln,40.050689,-75.173439,Fall 2023,228,52,102,29,90,25
-8358481.518,4877087.981,26,1820851E,Bus,18,Eastbound,20851,Fox Chase Loop,40.076656,-75.085517,Fall 2023,0,81,0,69,0,48
-8368525.431,4877547.42,27,1815432E,Bus,18,Eastbound,15432,Michener Av & Gowen Av,40.079814,-75.175743,Fall 2023,48,7,18,7,11,7
-8368189.914,4877294.421,28,1815451E,Bus,18,Eastbound,15451,Michener Av & Mt Airy Av,40.078075,-75.172729,Fall 2023,22,1,9,3,8,2
-8367936.773,4877102.966,29,1815453E,Bus,18,Eastbound,15453,Michener Av & Mt Pleasant Av,40.076759,-75.170455,Fall 2023,23,7,9,2,6,2
-8368323.275,4877396.551,30,18369E,Bus,18,Eastbound,369,Michener Av & Wadsworth Av - FS,40.078777,-75.173927,Fall 2023,86,11,43,6,39,6
-8368090.506,4876881.546,31,1815456E,Bus,18,Eastbound,15456,Mt Pleasant Av & Williams Av,40.075237,-75.171836,Fall 2023,38,11,12,11,7,5
-8365740.551,4871708.546,32,1820606E,Bus,18,Eastbound,20606,Ogontz Av & Olney Av - MBNS,40.039669,-75.150726,Fall 2023,1,1,0,0,0,0
-8362930.179,4871135.534,33,1815820E,Bus,18,Eastbound,15820,Olney Av & 2nd St,40.035728,-75.12548,Fall 2023,20,47,16,44,9,27
-8363182.429,4871179.298,34,1815819E,Bus,18,Eastbound,15819,Olney Av & 3rd St,40.036029,-75.127746,Fall 2023,28,51,17,33,11,23
-8363506.925,4871233.094,35,1815817E,Bus,18,Eastbound,15817,Olney Av & 5th St,40.036399,-75.130661,Fall 2023,218,314,141,191,88,138
-8363719.212,4871270.315,36,1815815E,Bus,18,Eastbound,15815,Olney Av & 6th St,40.036655,-75.132568,Fall 2023,14,33,11,17,7,4
-8363900.996,4871298.085,37,1815814E,Bus,18,Eastbound,15814,Olney Av & 7th St,40.036846,-75.134201,Fall 2023,17,32,4,21,3,15
-8364325.569,4871395.646,38,1815799E,Bus,18,Eastbound,15799,Olney Av & 10th St,40.037517,-75.138015,Fall 2023,23,29,17,20,12,11
-8364498.003,4871446.681,39,1815798E,Bus,18,Eastbound,15798,Olney Av & 11th St,40.037868,-75.139564,Fall 2023,69,34,49,16,27,17
-8364819.048,4871540.899,40,1815795E,Bus,18,Eastbound,15795,Olney Av & 13th St - FS,40.038516,-75.142448,Fall 2023,105,35,81,24,73,11
-8365290.375,4871610.255,41,1815794E,Bus,18,Eastbound,15794,Olney Av & 15th St,40.038993,-75.146682,Fall 2023,16,23,1,1,2,4
-8365506.112,4871603.712,42,1815793E,Bus,18,Eastbound,15793,Olney Av & 16th St,40.038948,-75.14862,Fall 2023,24,7,3,2,1,4
-8365927.345,4871639.19,43,1815791E,Bus,18,Eastbound,15791,Olney Av & 18th St - MBNS,40.039192,-75.152404,Fall 2023,27,7,12,4,2,5
-8366128.611,4871672.923,44,1815789E,Bus,18,Eastbound,15789,Olney Av & 20th St - FS,40.039424,-75.154212,Fall 2023,42,11,19,3,7,3
-8366343.569,4871799.423,45,1815786E,Bus,18,Eastbound,15786,Olney Av & 20th St - MBNS,40.040294,-75.156143,Fall 2023,7,5,2,1,5,1
-8362063.891,4870993.486,46,1815698E,Bus,18,Eastbound,15698,Olney Av & B St,40.034751,-75.117698,Fall 2023,15,77,5,33,5,22
-8365098.46,4871615.78,47,18372E,Bus,18,Eastbound,372,Olney Av & Broad St,40.039031,-75.144958,Fall 2023,436,807,226,294,110,170
-8365009.293,4871593.098,48,18373E,Bus,18,Eastbound,373,Olney Av & Broad St - FS,40.038875,-75.144157,Fall 2023,754,515,485,329,399,288
-8366468.358,4871879.249,49,1815782E,Bus,18,Eastbound,15782,Olney Av & Elkins Av,40.040843,-75.157264,Fall 2023,30,12,12,5,7,3
-8362491.914,4871064.001,50,1815697E,Bus,18,Eastbound,15697,Olney Av & Front St,40.035236,-75.121543,Fall 2023,81,234,53,187,34,115
-8362762.866,4871108.927,51,1815822E,Bus,18,Eastbound,15822,Olney Av & Mascher St,40.035545,-75.123977,Fall 2023,32,69,13,29,18,29
-8365682.776,4871601.967,52,1815792E,Bus,18,Eastbound,15792,Olney Av & Ogontz Av,40.038936,-75.150207,Fall 2023,198,50,25,6,18,8
-8361774.349,4870948.56,53,1830996E,Bus,18,Eastbound,30996,Olney Av & Rising Sun Av,40.034442,-75.115097,Fall 2023,142,100,80,59,36,44
-8364165.937,4871347.375,54,1815800E,Bus,18,Eastbound,15800,Olney Av & Wagner Av,40.037185,-75.136581,Fall 2023,2,2,4,2,6,1
-8358245.41,4875170.149,55,1815875E,Bus,18,Eastbound,15875,Oxford Av & Bleigh Av,40.063472,-75.083396,Fall 2023,9,64,2,25,2,18
-8358387.342,4876716.14,56,1823620E,Bus,18,Eastbound,23620,Oxford Av & Borbeck Av - FS,40.0741,-75.084671,Fall 2023,0,27,2,13,0,9
-8358354.169,4876413.119,57,1815879E,Bus,18,Eastbound,15879,Oxford Av & Hartel Av - FS,40.072017,-75.084373,Fall 2023,1,21,0,3,1,4
-8358377.991,4876604.561,58,1815880E,Bus,18,Eastbound,15880,Oxford Av & Hasbrook Av,40.073333,-75.084587,Fall 2023,0,14,0,7,0,11
-8358419.513,4876978.58,59,18467E,Bus,18,Eastbound,467,Oxford Av & Loney St,40.075904,-75.08496,Fall 2023,10,56,2,27,1,23
-8358298.954,4875630.226,60,1815877E,Bus,18,Eastbound,15877,Oxford Av & Rockwell Av,40.066635,-75.083877,Fall 2023,1,15,1,1,1,2
-8358330.347,4876221.1,61,1815878E,Bus,18,Eastbound,15878,Oxford Av & Rockwell Av - MBFS,40.070697,-75.084159,Fall 2023,0,6,0,1,0,0
-8358251.421,4875362.73,62,1815876E,Bus,18,Eastbound,15876,Oxford Av & Verree Rd - MBNS,40.064796,-75.08345,Fall 2023,4,43,3,22,3,11
-8368982.286,4874248.604,63,1815517E,Bus,18,Eastbound,15517,Phil Ellena St & Boyers St,40.057136,-75.179847,Fall 2023,13,6,8,5,3,2
-8369143.699,4874043.828,64,1815518E,Bus,18,Eastbound,15518,Phil Ellena St & Chew Av,40.055728,-75.181297,Fall 2023,84,23,28,13,31,9
-8361075.374,4871737.917,65,1815835E,Bus,18,Eastbound,15835,Rising Sun Av & Adams - MBFS,40.039871,-75.108818,Fall 2023,78,108,59,82,38,45
-8361220.534,4871612.581,66,1815834E,Bus,18,Eastbound,15834,Rising Sun Av & Adams Av,40.039009,-75.110122,Fall 2023,50,111,18,69,18,56
-8360046.003,4872624.329,67,1815843E,Bus,18,Eastbound,15843,Rising Sun Av & Benner St,40.045967,-75.099571,Fall 2023,16,38,5,22,6,20
-8360581.004,4872166.136,68,1815839E,Bus,18,Eastbound,15839,Rising Sun Av & Cheltenham Av,40.042816,-75.104377,Fall 2023,38,105,13,55,15,38
-8361648.558,4871098.895,69,1828404E,Bus,18,Eastbound,28404,Rising Sun Av & Chew Av - FS,40.035476,-75.113967,Fall 2023,8,4,4,6,4,3
-8361423.581,4871441.737,70,1815833E,Bus,18,Eastbound,15833,Rising Sun Av & Chew Av - MBFS,40.037834,-75.111946,Fall 2023,5,19,0,8,0,6
-8360220.885,4872474.988,71,1815842E,Bus,18,Eastbound,15842,Rising Sun Av & Comly St,40.04494,-75.101142,Fall 2023,42,112,22,65,12,40
-8358293.054,4874869.503,72,1815874E,Bus,18,Eastbound,15874,Rising Sun Av & Cottman Av,40.061405,-75.083824,Fall 2023,27,528,15,197,10,136
-8359882.919,4872768,73,1815845E,Bus,18,Eastbound,15845,Rising Sun Av & Devereaux Av,40.046955,-75.098106,Fall 2023,38,61,12,32,14,25
-8360847.725,4871935.957,74,1815837E,Bus,18,Eastbound,15837,Rising Sun Av & Godfrey Av,40.041233,-75.106773,Fall 2023,30,69,13,24,6,30
-8359447.215,4873353.177,75,1815850E,Bus,18,Eastbound,15850,Rising Sun Av & Hellerman St,40.050979,-75.094192,Fall 2023,27,54,20,34,4,22
-8359067.616,4873855.781,76,18375E,Bus,18,Eastbound,375,Rising Sun Av & Knorr St,40.054435,-75.090782,Fall 2023,7,39,3,31,3,13
-8359609.407,4873134.604,77,1815848E,Bus,18,Eastbound,15848,Rising Sun Av & Levick St,40.049476,-75.095649,Fall 2023,28,95,10,75,6,43
-8358933.364,4874033.357,78,1815869E,Bus,18,Eastbound,15869,Rising Sun Av & Longshore Av,40.055656,-75.089576,Fall 2023,24,99,11,48,6,52
-8359326.656,4873512.419,79,1815851E,Bus,18,Eastbound,15851,Rising Sun Av & Magee Av,40.052074,-75.093109,Fall 2023,17,49,9,28,3,22
-8359223.018,4873651.159,80,1815852E,Bus,18,Eastbound,15852,Rising Sun Av & Martins Mill Rd,40.053028,-75.092178,Fall 2023,31,73,7,31,7,25
-8358656.513,4874401.171,81,1832059E,Bus,18,Eastbound,32059,Rising Sun Av & Princeton Av,40.058185,-75.087089,Fall 2023,5,21,1,7,1,13
-8358712.618,4874325.106,82,1831104E,Bus,18,Eastbound,31104,Rising Sun Av & Princeton Av - MBNS,40.057662,-75.087593,Fall 2023,0,8,2,11,0,4
-8359742.768,4872956.026,83,1815847E,Bus,18,Eastbound,15847,Rising Sun Av & Robbins St,40.048248,-75.096847,Fall 2023,37,48,4,26,4,19
-8358525.712,4874569.303,84,1815872E,Bus,18,Eastbound,15872,Rising Sun Av & Saint Vincent St,40.059341,-75.085914,Fall 2023,9,54,2,21,5,14
-8360749.987,4872021.31,85,1815838E,Bus,18,Eastbound,15838,Rising Sun Av & Sanger St,40.04182,-75.105895,Fall 2023,15,36,5,16,4,7
-8358798.334,4874207.591,86,1815870E,Bus,18,Eastbound,15870,Rising Sun Av & Tyson Av,40.056854,-75.088363,Fall 2023,8,41,5,19,2,11
-8360396.77,4872323.615,87,1815841E,Bus,18,Eastbound,15841,Rising Sun Av & Van Kirk St,40.043899,-75.102722,Fall 2023,64,141,29,67,11,54
-8368439.603,4878091.413,88,1815424E,Bus,18,Eastbound,15424,Roumfort Rd & Cheltenham Av - FS,40.083553,-75.174972,Fall 2023,18,0,9,0,7,0
-8368718.125,4877723.461,89,1815431E,Bus,18,Eastbound,15431,Roumfort Rd & Michener Av,40.081024,-75.177474,Fall 2023,53,38,21,24,6,14
-8368556.823,4877932.678,90,1815428E,Bus,18,Eastbound,15428,Roumfort Rd & Pickering Av,40.082462,-75.176025,Fall 2023,29,1,12,6,10,2
-8368835.344,4874476.655,91,1815516E,Bus,18,Eastbound,15516,Sprague St & Phil Ellena St,40.058704,-75.178527,Fall 2023,55,17,39,11,26,3
-8367836.586,4874928.264,92,1818468E,Bus,18,Eastbound,18468,Stenton Av & Cardeza St,40.061809,-75.169555,Fall 2023,1,1,0,0,0,0
-8365732.87,4873464.137,93,1831520E,Bus,18,Eastbound,31520,Stenton Av & Chelten Av,40.051742,-75.150657,Fall 2023,1,2,0,0,0,0
-8368285.871,4875287.821,94,1815585E,Bus,18,Eastbound,15585,Stenton Av & Dorset St,40.064281,-75.173591,Fall 2023,1,5,3,3,0,0
-8368197.595,4875218.439,95,1815583E,Bus,18,Eastbound,15583,Stenton Av & Phi Ellena St,40.063804,-75.172798,Fall 2023,10,14,3,4,3,1
-8367962.265,4875021.498,96,1832387E,Bus,18,Eastbound,32387,Stenton Av & Upsal St - FS,40.06245,-75.170684,Fall 2023,2,2,0,0,0,0
-8367399.211,4874600.864,97,18254E,Bus,18,Eastbound,254,Stenton Av & Washington Ln,40.059558,-75.165626,Fall 2023,9,1,0,0,0,0
-8366295.145,4873804.734,98,1831436E,Bus,18,Eastbound,31436,Stenton Av & Wyncote Av,40.054084,-75.155708,Fall 2023,5,1,0,0,0,0
-8367921.523,4876435.376,99,1828403E,Bus,18,Eastbound,28403,Thouron Av & Gorgas Ln,40.07217,-75.170318,Fall 2023,41,14,10,4,8,6
-8368218.746,4876658.386,100,1815457E,Bus,18,Eastbound,15457,Thouron Av & Mt Pleasant Av - FS,40.073703,-75.172988,Fall 2023,87,9,11,8,16,1
-8367531.682,4876145.166,101,1815479E,Bus,18,Eastbound,15479,Thouron Av & Phil Ellena St,40.070175,-75.166816,Fall 2023,58,14,23,5,17,10
-8368090.506,4876564.119,102,1815459E,Bus,18,Eastbound,15459,Thouron Av & Sedgwick St,40.073055,-75.171836,Fall 2023,32,8,13,1,3,2
-8367377.949,4876029.084,103,1815481E,Bus,18,Eastbound,15481,Thouron Av & Sharpnack St,40.069377,-75.165435,Fall 2023,27,13,13,9,13,3
-8367255.721,4875930.895,104,1815483E,Bus,18,Eastbound,15483,Thouron Av & Upsal St,40.068702,-75.164337,Fall 2023,64,24,29,9,17,4
-8367786.492,4876333.838,105,1815461E,Bus,18,Eastbound,15461,Thouron Av & Vernon Rd,40.071472,-75.169105,Fall 2023,68,16,19,8,17,7
-8367676.954,4875431.531,106,1815488E,Bus,18,Eastbound,15488,Upsal St & Lowber Av,40.065269,-75.168121,Fall 2023,27,17,9,9,8,13
-8367866.308,4875196.767,107,18370E,Bus,18,Eastbound,370,Upsal St & Mansfield Av,40.063655,-75.169822,Fall 2023,9,10,5,6,4,4
-8367975.846,4875060.915,108,1815490E,Bus,18,Eastbound,15490,Upsal St & Stenton Av,40.062721,-75.170806,Fall 2023,40,55,19,18,14,10
-8367406.002,4875759.977,109,1815484E,Bus,18,Eastbound,15484,Upsal St & Woolston Av,40.067527,-75.165687,Fall 2023,61,17,23,14,19,5
-8368702.874,4875000.407,110,1815510E,Bus,18,Eastbound,15510,Vernon Rd & Anderson St,40.062305,-75.177337,Fall 2023,4,4,6,0,1,0
-8368736.047,4874809.579,111,1815514E,Bus,18,Eastbound,15514,Vernon Rd & Ardleigh St,40.060993,-75.177635,Fall 2023,12,3,4,1,6,5
-8368791.262,4874654.242,112,1815515E,Bus,18,Eastbound,15515,Vernon Rd & Blakemore St,40.059925,-75.178131,Fall 2023,30,15,8,8,7,9
-8368585.655,4875232.257,113,1815509E,Bus,18,Eastbound,15509,Vernon Rd & Crittenden St,40.063899,-75.176284,Fall 2023,27,6,9,1,7,4
-8368504.169,4875399.967,114,1815506E,Bus,18,Eastbound,15506,Vernon Rd & Stenton Av - FS,40.065052,-75.175552,Fall 2023,64,21,34,13,21,4
-8367786.492,4877819.485,115,1820850W,Bus,18,Westbound,20850,Cedarbrook Plaza - 1,40.081684,-75.169105,Fall 2023,2,138,3,131,2,84
-8367639.55,4877684.034,116,1825972W,Bus,18,Westbound,25972,Cedarbrook Plaza - 2,40.080753,-75.167785,Fall 2023,0,65,0,42,0,24
-8367475.688,4877902.707,117,1815420W,Bus,18,Westbound,15420,Cedarbrook Plaza - 3,40.082256,-75.166313,Fall 2023,10,73,7,71,4,45
-8367439.175,4878000.333,118,1825973W,Bus,18,Westbound,25973,Cedarbrook Plaza - 4,40.082927,-75.165985,Fall 2023,0,38,0,37,0,28
-8368293.552,4878004.843,119,1817597W,Bus,18,Westbound,17597,Cheltenham Av & Elaine St,40.082958,-75.17366,Fall 2023,0,3,1,3,0,2
-8368223.087,4877950.429,120,1817598W,Bus,18,Westbound,17598,Cheltenham Av & Gowan Av,40.082584,-75.173027,Fall 2023,0,4,0,1,0,2
-8367323.626,4872570.962,121,18223W,Bus,18,Westbound,223,Chew Av & Chelten Av - FS,40.0456,-75.164947,Fall 2023,99,162,42,106,30,77
-8366909.183,4872237.096,122,1815919W,Bus,18,Westbound,15919,Chew Av & Church Ln,40.043304,-75.161224,Fall 2023,52,93,44,64,35,57
-8368670.591,4873652.759,123,1817489W,Bus,18,Westbound,17489,Chew Av & Cliveden St,40.053039,-75.177047,Fall 2023,15,44,9,29,5,24
-8368393.74,4873433.016,124,1817483W,Bus,18,Westbound,17483,Chew Av & Duval St,40.051528,-75.17456,Fall 2023,10,46,9,19,3,16
-8367614.058,4872807.844,125,1816982W,Bus,18,Westbound,16982,Chew Av & Haines St,40.047229,-75.167556,Fall 2023,15,31,4,20,8,15
-8367746.528,4872912.691,126,1816983W,Bus,18,Westbound,16983,Chew Av & High St,40.04795,-75.168746,Fall 2023,4,19,4,14,0,11
-8369013.789,4873930.098,127,1817499W,Bus,18,Westbound,17499,Chew Av & Hortter St,40.054946,-75.18013,Fall 2023,11,50,7,20,6,19
-8368516.859,4873531.761,128,1817485W,Bus,18,Westbound,17485,Chew Av & Johnson St,40.052207,-75.175666,Fall 2023,16,39,7,20,9,12
-8367066.255,4872363.603,129,1816979W,Bus,18,Westbound,16979,Chew Av & Locust Av,40.044174,-75.162635,Fall 2023,25,61,10,46,10,31
-8368934.753,4873866.398,130,1817495W,Bus,18,Westbound,17495,Chew Av & Montana St,40.054508,-75.17942,Fall 2023,7,33,3,19,4,14
-8367431.494,4872659.228,131,1816980W,Bus,18,Westbound,16980,Chew Av & Price St,40.046207,-75.165916,Fall 2023,41,61,20,47,12,29
-8367522.331,4872733.536,132,1816981W,Bus,18,Westbound,16981,Chew Av & Rittenhouse St,40.046718,-75.166732,Fall 2023,12,34,10,13,9,18
-8368064.234,4873167.324,133,1817453W,Bus,18,Westbound,17453,Chew Av & Tulpehocken St,40.049701,-75.1716,Fall 2023,8,31,2,16,2,8
-8368757.198,4873726.056,134,1817491W,Bus,18,Westbound,17491,Chew Av & Upsal St,40.053543,-75.177825,Fall 2023,17,66,7,24,10,14
-8367941.115,4873073.672,135,1816984W,Bus,18,Westbound,16984,Chew Av & Walnut Ln,40.049057,-75.170494,Fall 2023,16,55,12,20,4,26
-8368236.668,4873303.877,136,1817482W,Bus,18,Westbound,17482,Chew Av & Washington Ln,40.05064,-75.173149,Fall 2023,58,182,25,85,28,66
-8368020.04,4877899.361,137,18385W,Bus,18,Westbound,385,Easton Rd & Cheltenham Av - FS,40.082233,-75.171203,Fall 2023,1,51,0,34,0,29
-8358481.518,4877087.981,138,1820851W,Bus,18,Westbound,20851,Fox Chase Loop,40.076656,-75.085517,Fall 2023,130,0,75,0,58,0
-8368498.157,4877546.984,139,1817586W,Bus,18,Westbound,17586,Michener Av & Gowen Av,40.079811,-75.175498,Fall 2023,2,42,1,14,4,11
-8368161.861,4877294.421,140,1817584W,Bus,18,Westbound,17584,Michener Av & Mt Airy Av,40.078075,-75.172477,Fall 2023,6,19,0,7,1,10
-8367933.434,4877117.95,141,1817582W,Bus,18,Westbound,17582,Michener Av & Mt Pleasant Av - FS,40.076862,-75.170425,Fall 2023,5,17,1,5,2,14
-8368708.885,4877698.437,142,1817587W,Bus,18,Westbound,17587,Michener Av & Roumfort Rd,40.080852,-75.177391,Fall 2023,13,44,9,24,4,14
-8368325.835,4877418.664,143,18384W,Bus,18,Westbound,384,Michener Av & Wadsworth Av,40.078929,-75.17395,Fall 2023,9,105,9,50,6,35
-8368091.396,4876858.27,144,1817578W,Bus,18,Westbound,17578,Mt Pleasant Av & Williams Av,40.075077,-75.171844,Fall 2023,12,36,8,18,2,8
-8362910.698,4871149.347,145,1816959W,Bus,18,Westbound,16959,Olney Av & 2nd St,40.035823,-75.125305,Fall 2023,54,19,38,14,25,13
-8363194.34,4871199.362,146,1832312W,Bus,18,Westbound,32312,Olney Av & 3rd St - FS,40.036167,-75.127853,Fall 2023,37,23,18,13,16,9
-8363476.313,4871245.888,147,1816962W,Bus,18,Westbound,16962,Olney Av & 5th St,40.036487,-75.130386,Fall 2023,282,190,195,122,124,77
-8363699.62,4871281.946,148,1816963W,Bus,18,Westbound,16963,Olney Av & 6th St,40.036735,-75.132392,Fall 2023,48,28,18,13,19,9
-8363883.965,4871312.48,149,1816964W,Bus,18,Westbound,16964,Olney Av & 7th St,40.036945,-75.134048,Fall 2023,51,17,26,9,14,10
-8364295.067,4871402.916,150,1816966W,Bus,18,Westbound,16966,Olney Av & 10th St,40.037567,-75.137741,Fall 2023,18,20,16,15,9,12
-8364480.192,4871455.55,151,1815907W,Bus,18,Westbound,15907,Olney Av & 11th St,40.037929,-75.139404,Fall 2023,53,40,28,14,17,14
-8364653.405,4871506.585,152,1815908W,Bus,18,Westbound,15908,Olney Av & 12th St,40.03828,-75.14096,Fall 2023,5,12,7,10,3,6
-8364824.169,4871556.457,153,18381W,Bus,18,Westbound,381,Olney Av & 13th St,40.038623,-75.142494,Fall 2023,110,111,52,58,34,35
-8365271.673,4871627.558,154,1815911W,Bus,18,Westbound,15911,Olney Av & 15th St,40.039112,-75.146514,Fall 2023,101,84,43,32,30,36
-8365489.971,4871620.288,155,1815912W,Bus,18,Westbound,15912,Olney Av & 16th St,40.039062,-75.148475,Fall 2023,23,32,21,14,10,9
-8365907.864,4871651.84,156,1815914W,Bus,18,Westbound,15914,Olney Av & 18th St - FS,40.039279,-75.152229,Fall 2023,21,50,9,7,10,7
-8366343.569,4871817.743,157,1815916W,Bus,18,Westbound,15916,Olney Av & 20st St - MBFS,40.04042,-75.156143,Fall 2023,3,13,3,5,2,7
-8366143.973,4871691.243,158,1815915W,Bus,18,Westbound,15915,Olney Av & 20th St,40.03955,-75.15435,Fall 2023,20,42,7,22,10,12
-8362039.289,4871006.28,159,1816739W,Bus,18,Westbound,16739,Olney Av & B St,40.034839,-75.117477,Fall 2023,73,28,27,8,23,7
-8365033.116,4871618.107,160,1815910W,Bus,18,Westbound,15910,Olney Av & Broad St,40.039047,-75.144371,Fall 2023,963,1008,548,601,415,419
-8366507.431,4871925.924,161,1815917W,Bus,18,Westbound,15917,Olney Av & Chew Av,40.041164,-75.157615,Fall 2023,17,42,9,30,7,13
-8362466.534,4871077.813,162,1815898W,Bus,18,Westbound,15898,Olney Av & Front St,40.035331,-75.121315,Fall 2023,185,86,136,58,89,33
-8362731.474,4871121.722,163,1815899W,Bus,18,Westbound,15899,Olney Av & Mascher St,40.035633,-75.123695,Fall 2023,71,30,36,14,23,8
-8365637.803,4871616.943,164,1815913W,Bus,18,Westbound,15913,Olney Av & Ogontz Av,40.039039,-75.149803,Fall 2023,78,224,18,30,24,18
-8366656.043,4872034.106,165,1815918W,Bus,18,Westbound,15918,Olney Av & Penn Blvd - FS,40.041908,-75.15895,Fall 2023,23,78,13,50,7,44
-8364984.692,4871552.095,166,1832629W,Bus,18,Westbound,32629,Olney Transportation Center - Rt 18,40.038593,-75.143936,Fall 2023,98,0,0,0,0,0
-8358263.332,4875229.057,167,1816429W,Bus,18,Westbound,16429,Oxford Av & Bleigh Av,40.063877,-75.083557,Fall 2023,147,12,37,4,23,2
-8358409.383,4876751.054,168,1816382W,Bus,18,Westbound,16382,Oxford Av & Borbeck Av,40.07434,-75.084869,Fall 2023,39,0,28,0,22,0
-8358371.98,4876423.157,169,1816383W,Bus,18,Westbound,16383,Oxford Av & Hartel Av,40.072086,-75.084533,Fall 2023,27,0,13,0,13,0
-8358351.609,4876277.687,170,1816384W,Bus,18,Westbound,16384,Oxford Av & Hartel Av - MBFS,40.071086,-75.08435,Fall 2023,13,0,1,0,1,0
-8358435.655,4876975.816,171,18476W,Bus,18,Westbound,476,Oxford Av & Loney St - FS,40.075885,-75.085105,Fall 2023,87,3,52,5,46,6
-8358321.886,4875657.863,172,1816427W,Bus,18,Westbound,16427,Oxford Av & Rockwell Av,40.066825,-75.084083,Fall 2023,15,2,2,1,1,0
-8368967.926,4874213.117,173,1817502W,Bus,18,Westbound,17502,Phil Ellena St & Boyer St,40.056892,-75.179718,Fall 2023,14,35,2,16,0,13
-8369107.966,4874031.612,174,1817500W,Bus,18,Westbound,17500,Phil Ellena St & Chew Av - FS,40.055644,-75.180976,Fall 2023,19,83,16,45,9,34
-8368791.262,4874438.404,175,1817505W,Bus,18,Westbound,17505,Phil Ellena St & Sprague St,40.058441,-75.178131,Fall 2023,14,44,9,23,3,22
-8361440.502,4871443.337,176,1816737W,Bus,18,Westbound,16737,Rising Sun & Adams - MBFS,40.037845,-75.112098,Fall 2023,29,8,15,1,19,3
